,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
106,Shi,Yi,Y,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Shi, Yi"
107,Fu,Guangsen,G,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Fu, Guangsen"
108,Rauniyar,Navin,N,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Rauniyar, Navin"
109,Shapiro,Ryan,R,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Shapiro, Ryan"
110,Morodomi,Yosuke,Y,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Morodomi, Yosuke"
111,Berenst,Nadine,N,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Berenst, Nadine"
112,Dumitru,Calin Dan,CD,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Dumitru, Calin Dan"
113,Kanaji,Sachiko,S,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Kanaji, Sachiko"
114,Yates,John R,JR,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Yates, John R"
115,Kanaji,Taisuke,T,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Kanaji, Taisuke"
116,Yang,Xiang-Lei,XL,"Department of Molecular Medicine, Scripps Research Institute, La Jolla, CA 92037, USA. Electronic address: xlyang@scripps.edu.",2023-06-14,"Nuclear translocation of an aminoacyl-tRNA synthetase may mediate a chronic ""integrated stress response"".","Yang, Xiang-Lei"
117,Cui,Haissi,H,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Cui, Haissi"
118,Diedrich,Jolene K,JK,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Diedrich, Jolene K"
119,Wu,Douglas C,DC,"Institute for Cellular and Molecular Biology and Departments of Molecular Biosciences and Oncology, University of Texas at Austin, Austin, TX, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Wu, Douglas C"
120,Lim,Justin J,JJ,"The Donnelly Centre, University of Toronto, Toronto, Ontario, Canada.
Department of Molecular Genetics, University of Toronto, Toronto, Ontario, Canada.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Lim, Justin J"
121,Nottingham,Ryan M,RM,"Institute for Cellular and Molecular Biology and Departments of Molecular Biosciences and Oncology, University of Texas at Austin, Austin, TX, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Nottingham, Ryan M"
122,Moresco,James J,JJ,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.
Center for the Genetics of Host Defense, UT Southwestern Medical Center, Dallas, TX, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Moresco, James J"
123,Yates,John R,JR,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Yates, John R"
124,Blencowe,Benjamin J,BJ,"The Donnelly Centre, University of Toronto, Toronto, Ontario, Canada.
Department of Molecular Genetics, University of Toronto, Toronto, Ontario, Canada.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Blencowe, Benjamin J"
125,Lambowitz,Alan M,AM,"Institute for Cellular and Molecular Biology and Departments of Molecular Biosciences and Oncology, University of Texas at Austin, Austin, TX, USA. lambowitz@austin.utexas.edu.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Lambowitz, Alan M"
126,Schimmel,Paul,P,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA. schimmel@scripps.edu.",2023-05-27,Publisher Correction: Arg-tRNA synthetase links inflammatory metabolism to RNA splicing and nuclear trafficking via SRRM2.,"Schimmel, Paul"
127,Lee,Sujin,S,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Lee, Sujin"
128,Abini-Agbomson,Stephen,S,"Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Abini-Agbomson, Stephen"
129,Perry,Daniela S,DS,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Perry, Daniela S"
130,Goodman,Allen,A,"Broad Institute of MIT and Harvard, Cambridge, MA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Goodman, Allen"
131,Rao,Beiduo,B,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Rao, Beiduo"
132,Huang,Manning Y,MY,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Huang, Manning Y"
133,Diedrich,Jolene K,JK,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Diedrich, Jolene K"
134,Moresco,James J,JJ,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Moresco, James J"
135,Yates,John R,JR,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, CA, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Yates, John R"
136,Armache,Karim-Jean,KJ,"Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY, USA.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Armache, Karim-Jean"
137,Madhani,Hiten D,HD,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA. hitenmadhani@gmail.com.
Chan-Zuckerberg Biohub, San Francisco, CA, USA. hitenmadhani@gmail.com.",2023-05-23,Intrinsic mesoscale properties of a Polycomb protein underpin heterochromatin fidelity.,"Madhani, Hiten D"
138,Baboo,Sabyasachi,S,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Baboo, Sabyasachi"
139,Diedrich,Jolene K,JK,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Diedrich, Jolene K"
140,Torres,Jonathan L,JL,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Torres, Jonathan L"
141,Copps,Jeffrey,J,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Copps, Jeffrey"
142,Singh,Bhavya,B,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Singh, Bhavya"
143,Garrett,Patrick T,PT,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Garrett, Patrick T"
144,Ward,Andrew B,AB,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Ward, Andrew B"
145,Paulson,James C,JC,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.
Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Paulson, James C"
146,Yates,John R,JR,"Department of Molecular Medicine, The Scripps Research Institute, La Jolla, California 92037, United States.",2023-05-22,Evolving spike-protein ,"Yates, John R"
147,Koppes,Erik A,EA,"Division of Genetic and Genomic Medicine, Department of Pediatrics, UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Koppes, Erik A"
148,Johnson,Marie A,MA,"Division of Genetic and Genomic Medicine, Department of Pediatrics, UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Johnson, Marie A"
149,Moresco,James J,JJ,"Department of Molecular Medicine and Neurobiology, The Scripps Research Institute, La Jolla, California, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Moresco, James J"
150,Luppi,Patrizia,P,"Department of Cell Biology, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Luppi, Patrizia"
151,Lewis,Dale W,DW,"Department of Human Genetics, University of Pittsburgh School of Public Health, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Lewis, Dale W"
152,Stolz,Donna B,DB,"Department of Cell Biology, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Stolz, Donna B"
153,Diedrich,Jolene K,JK,"Department of Molecular Medicine and Neurobiology, The Scripps Research Institute, La Jolla, California, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Diedrich, Jolene K"
154,Yates,John R,JR,"Department of Molecular Medicine and Neurobiology, The Scripps Research Institute, La Jolla, California, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Yates, John R"
155,Wek,Ronald C,RC,"Department of Biochemistry and Molecular Biology, Indiana University School of Medicine, Indianapolis, Indiana, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Wek, Ronald C"
156,Watkins,Simon C,SC,"Department of Cell Biology, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Watkins, Simon C"
157,Gollin,Susanne M,SM,"Department of Human Genetics, University of Pittsburgh School of Public Health, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Gollin, Susanne M"
158,Park,Hyun Jung,HJ,"Department of Human Genetics, University of Pittsburgh School of Public Health, Pittsburgh, Pennsylvania, United States of America.",2023-04-18,Insulin secretion deficits in a Prader-Willi syndrome β-cell model are associated with a concerted downregulation of multiple endoplasmic reticulum chaperones.,"Park, Hyun Jung"
